State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,litracy_rate,Female_Literate,Male_Literate,Hindus,Muslims,Sikhs,Christians,Jains,Middle_Education,Female_Workers,Male_Workers,Household_Workers,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Primary_Education,Higher_Education,SC,ST
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,UTTAR PRADESH,1885204,1006240,878964,1092677,58.0,437850,654827,1596278,276846,3160,3137,487,257279,97722,494545,43528,88081,2624,18733,330084,115069,312712,230
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,UTTAR PRADESH,2632733,1384722,1248011,1512166,57.0,601163,911003,2274674,350700,402,2201,199,376472,350193,713736,51555,75263,3385,33501,463642,134445,651480,340
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,UTTAR PRADESH,2498156,1332046,1166110,1521806,61.0,609492,912314,2140745,314812,1804,3370,19077,368905,139681,621840,59942,196080,5834,31797,416295,166249,473890,2565
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,UTTAR PRADESH,1648115,890214,757901,1122947,68.0,456882,666065,1394025,215500,9261,7366,4518,283031,125725,443384,35400,257586,53181,87188,330623,194796,216105,2215
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,UTTAR PRADESH,4681645,2488834,2192811,3123264,67.0,1311867,1811397,3414427,1186776,23001,19026,16412,797473,288923,1231615,83672,695130,78116,179552,858286,475439,773463,3968
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,UTTAR PRADESH,3620268,1855075,1765193,2197549,61.0,903996,1293553,3233790,368153,810,4181,213,563310,395902,808700,68254,105767,5309,50180,691057,334003,726641,28712
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,UTTAR PRADESH,3433919,1787146,1646773,1679994,49.0,645813,1034181,2739076,678615,1893,4735,338,305644,314704,855848,65299,104084,4313,31811,425584,144067,531973,870
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,UTTAR PRADESH,4440895,2277777,2163118,2700328,61.0,1106438,1593890,4009037,403847,2123,9662,460,560246,334753,1016876,82965,296619,14597,65360,618398,316166,936061,18172
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,HIMACHAL PRADESH,454768,217070,237698,358091,79.0,177536,180555,449412,3711,591,243,293,72114,123207,118724,3347,104120,2521,7525,71107,64363,109256,3044
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,UTTAR PRADESH,1104285,593537,510748,653299,59.0,245174,408125,1010014,91269,196,814,41,211029,135128,308527,19876,55929,1196,11037,238344,59914,241198,474
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,UTTAR PRADESH,4092845,2191442,1901403,2221601,54.0,847014,1374587,3508131,556219,5688,5822,446,510507,226994,1091952,59649,95508,3845,32065,906861,138583,1274505,349
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,UTTAR PRADESH,1689974,906092,783882,1075196,64.0,421766,653430,1509708,171581,463,1148,256,282919,149795,470969,26109,104176,2217,18615,327534,104699,468178,832
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,UTTAR PRADESH,4494204,2220465,2273739,2731677,61.0,1166283,1565394,3981502,483750,1286,4947,349,769693,503218,934157,88404,181467,8002,52398,939616,353996,990345,4736
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,UTTAR PRADESH,1998603,1057436,941167,1304513,65.0,520808,783705,1823930,147842,4951,7050,7328,341371,249557,565357,48648,183340,8517,40774,370685,99814,562505,3873
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,UTTAR PRADESH,1840221,963449,876772,983110,53.0,382569,600541,1075440,750368,5295,5952,517,230640,140052,459037,31600,89329,2825,18303,352835,164763,318001,164
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,UTTAR PRADESH,1656616,881776,774840,1017087,61.0,413491,603596,1375788,273967,504,1263,606,263749,93742,430934,51330,61491,2488,18082,283674,107628,309980,15
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,UTTAR PRADESH,1796184,963255,832929,1170243,65.0,477279,692964,1612968,176327,478,1300,155,341845,134873,493991,20783,49753,2682,25354,344866,157167,460544,801
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,UTTAR PRADESH,1599596,838485,761111,813424,51.0,306145,507279,1372381,220423,522,2225,545,180825,236442,402644,30491,43753,1503,15029,253910,89011,555397,193
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,UTTAR PRADESH,3564544,1818055,1746489,1954820,55.0,771098,1183722,2928462,620244,767,5006,383,367405,312116,804857,57049,127331,3486,35931,424892,170911,544231,80269
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,UTTAR PRADESH,1221592,641011,580581,641191,52.0,243605,397586,1163804,33724,1034,1351,20390,154118,176568,326783,14882,77082,1079,9906,202692,32237,240519,71610
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,UTTAR PRADESH,4589838,2394476,2195362,3127260,68.0,1384820,1742440,3537787,985070,23883,20493,4975,552171,316407,1226399,99863,582769,68506,152257,554301,378742,948294,7506
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,UTTAR PRADESH,875958,466358,409600,488106,56.0,185823,302283,815142,57454,389,965,234,131165,112523,237153,13523,42936,1316,11298,141201,33810,220898,647
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,UTTAR PRADESH,1868529,993377,875152,1203885,64.0,491775,712110,1746649,100723,475,1729,4161,319158,94773,466067,24784,79022,2642,24451,353287,144516,368206,478
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,UTTAR PRADESH,2547184,1367125,1180059,1507746,59.0,564400,943346,2310776,216933,2872,3179,2056,344961,205797,635142,44453,281239,8726,37596,420976,155937,506580,1520
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,UTTAR PRADESH,2205968,1114709,1091259,1363044,62.0,589962,773082,1769937,428555,340,2109,155,320743,221334,475413,118614,149908,2656,26716,410737,209493,474537,22915
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,UTTAR PRADESH,3443689,1825743,1617946,2141488,62.0,886968,1254520,2183255,1185643,24912,10582,18544,469403,191729,898810,63096,425624,23717,69473,495861,254337,624149,3390
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,UTTAR PRADESH,2496970,1312302,1184668,1428683,57.0,562846,865837,2292534,195765,1133,2373,701,340261,268935,613061,80246,145997,4447,24518,421577,177109,661129,20132
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,UTTAR PRADESH,4772006,2503186,2268820,2263848,47.0,906413,1357435,2488265,2248392,7555,13157,2426,492338,224372,1193439,88733,281758,11690,61846,725118,186311,731406,685
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,UTTAR PRADESH,4143512,2193434,1950078,2417339,58.0,968811,1448528,2382914,1711453,18601,6495,16345,531913,210075,1081569,45952,368153,10077,56149,780470,148770,561250,317
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,UTTAR PRADESH,2031007,1072002,959005,1061095,52.0,406805,654290,1449007,489686,84787,3510,138,240057,83666,534939,22782,83006,2870,18097,281158,77602,333558,1714
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,RAJASTHAN,867848,437744,430104,401515,46.0,151393,250122,827293,25597,72,358,14077,70969,229603,251691,5516,71612,716,5961,111276,21854,60429,550427
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,UTTAR PRADESH,3209141,1606085,1603056,1931559,60.0,810178,1121381,2731351,452394,1451,3920,746,456752,362032,704569,68642,140538,5149,34400,558350,238011,709252,723
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,UTTAR PRADESH,3405559,1752542,1653017,1965843,58.0,799878,1165965,2975998,413243,2424,3634,397,477689,337317,867393,60774,247856,5184,34788,538301,182823,1030367,1756
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,UTTAR PRADESH,2335819,1223889,1111930,1043666,45.0,413258,630408,1073890,1181337,65316,9201,1307,171242,127568,609693,54238,131112,3847,25960,374898,51703,307936,358
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,UTTAR PRADESH,3466382,1834106,1632276,2077108,60.0,856994,1220114,1966892,1454052,18627,6523,10208,431491,126208,911136,34032,404499,9699,38816,600668,163463,764450,980
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,UTTAR PRADESH,1715183,869656,845527,954949,56.0,387851,567098,1300586,404410,447,1766,95,205875,155987,383482,28884,79525,2031,19729,290532,86528,369039,1593
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,UTTAR PRADESH,3006538,1606403,1400135,1490930,50.0,575788,915142,2412595,527581,51090,4630,301,315873,108901,783313,31141,115163,3889,27533,476064,96308,532673,508
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,UTTAR PRADESH,4483992,2375264,2108728,2283733,51.0,886031,1397702,3555450,893725,11611,6579,1410,482220,251350,1171252,70971,102040,3874,34609,656401,136383,1446427,1602
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,UTTAR PRADESH,1862559,971344,891215,985708,53.0,383720,601988,1738769,103567,1649,3963,487,212565,266788,463611,29417,95582,5149,25220,297226,82614,421661,385018
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,UTTAR PRADESH,3797117,1914586,1882531,2239902,59.0,939654,1300248,3119590,650261,1629,4453,426,526973,372794,869838,85785,233701,5956,44008,637015,188848,851587,696
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,UTTAR PRADESH,3108367,1630087,1478280,1773584,57.0,720521,1053063,2732016,363453,1204,3574,240,415378,273730,851014,49243,99466,3476,28719,512965,136688,948588,2926
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,UTTAR PRADESH,3676841,1921857,1754984,2403903,65.0,1014787,1389116,3107681,546987,3309,7696,1898,557052,299474,921234,168764,336056,19214,57583,608174,351391,486958,28617
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,UTTARAKHAND,622506,291081,331425,436497,70.0,204893,231604,611250,7752,256,1895,31,115810,155751,142460,4312,109876,1830,9858,120029,53026,150995,1281
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,UTTARAKHAND,259898,124326,135572,179483,69.0,81937,97546,257509,1440,46,397,7,50340,64930,58708,2991,47083,435,3595,47788,20785,72061,1982
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,UTTARAKHAND,391605,193991,197614,280556,72.0,125161,155395,385818,4395,323,428,11,67519,87108,93832,5384,71524,899,5582,68435,32557,79317,12260
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,UTTARAKHAND,259648,131125,128523,177726,68.0,75711,102015,249563,8693,336,870,28,45766,39139,60427,1570,37725,548,3159,48093,18360,47383,1339
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,UTTARAKHAND,483439,239306,244133,345550,71.0,155927,189623,475105,6015,260,1401,13,90983,102951,113539,6055,95421,1344,7932,87585,42086,120378,19535
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,UTTARAKHAND,618931,297986,320945,407994,66.0,180588,227406,609835,7374,290,656,91,95417,139621,140821,4021,117239,1366,7831,103462,58434,102130,875
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,UTTARAKHAND,1648902,858783,790119,1037839,63.0,439314,598525,1104452,372267,162768,6064,738,232381,146880,444578,26396,254802,7883,28053,302653,113661,238264,123037
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,UTTARAKHAND,330086,168597,161489,215126,65.0,86889,128237,324859,3554,167,353,74,47640,73011,84265,3122,52621,602,4104,46625,24989,80567,3512
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,WEST BENGAL,3596674,1838095,1758579,2232992,62.0,933655,1299337,3033581,290450,386,3865,2904,686924,415398,1050822,61386,334670,4273,34128,545200,143882,1174447,368690
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,WEST BENGAL,7717563,3966889,3750674,5247208,68.0,2329168,2918040,6008472,1599764,16675,21220,1674,1605634,618168,2293083,124558,1049943,32323,141387,1437198,405935,2115719,489447
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,WEST BENGAL,3502404,1790920,1711484,2158447,62.0,956966,1201481,2181515,1298054,582,10906,1152,622372,301833,1029770,65062,333752,5210,39636,661190,122865,1033140,242484
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,WEST BENGAL,1676276,857199,819077,1083685,65.0,487211,596474,1232850,412788,276,24794,323,327064,203427,499560,32290,168069,2518,24318,323965,63286,482754,275366
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,WEST BENGAL,1846823,937259,909564,1315585,71.0,597912,717673,1366681,105086,2032,141848,1840,402415,204140,479586,16579,297176,10943,38065,344865,113905,317275,397389
West Bengal,Haora,22.401674174428507,87.99421176968654,341,WEST BENGAL,4850029,2500819,2349210,3605206,74.0,1662382,1942824,3535844,1270641,4380,8666,9699,1084155,321675,1498170,297774,796953,30751,99261,1059842,284481,718951,15094
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,WEST BENGAL,5519145,2814653,2704492,4078388,74.0,1866611,2211777,4574569,870204,2662,7300,2160,1174912,439262,1713608,111828,965258,31725,118459,1172797,333658,1344021,229243
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,WEST BENGAL,3872846,1983064,1889782,2498780,65.0,1102158,1396622,3156781,445817,2994,186279,1461,814395,421549,1091361,30090,382500,9322,48818,765613,150360,1458278,731704
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,WEST BENGAL,4496694,2356766,2139928,3588137,80.0,1661222,1926915,3440290,926414,13849,39758,21178,820902,383274,1412466,68438,927602,136618,252644,597841,425245,241932,10684
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,WEST BENGAL,3988845,2051541,1937304,2086432,52.0,934413,1152019,1914352,2045151,747,13209,639,595551,451386,1086461,196687,297716,5357,63525,629137,109719,835430,313984
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,WEST BENGAL,7103807,3627564,3476243,4055834,57.0,1878647,2177187,2359061,4707573,766,18102,3037,1210859,604240,1985667,466007,541169,7951,79729,1428661,230242,897534,91035
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,WEST BENGAL,5167600,2653768,2513832,3480555,67.0,1601689,1878866,3728482,1382682,849,33835,281,1052487,288517,1554090,169138,623729,12787,77210,1093403,236828,1546917,140700
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,WEST BENGAL,2930115,1496996,1433119,1624905,55.0,622847,1002058,2373120,227249,622,8646,3052,528068,448388,801254,87560,189889,3551,32862,480046,91807,567767,540652
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,WEST BENGAL,3007134,1551066,1456068,1489667,50.0,636172,853495,1482943,1501170,477,16702,1324,422777,275999,799627,37978,199307,2883,31210,488047,73395,807950,162816
